,Time,RAM
0,4.670679569244385,0.4607353210449219
1,2.277547836303711,0.5953769683837891
2,1.9631996154785156,0.3828697204589844
3,2.137233018875122,0.5482864379882812
4,1.9114673137664795,0.5953140258789062
5,1.9038875102996826,0.5667572021484375
6,1.9041221141815186,0.5667991638183594
7,1.7729167938232422,0.5668392181396484
8,1.9561996459960938,0.5667953491210938
9,2.059938669204712,0.5668315887451172
10,1.8999223709106445,0.5668754577636719
11,1.7577226161956787,0.6827583312988281
12,1.8664829730987549,0.6155433654785156
13,1.8121428489685059,0.6827468872070312
14,1.8362598419189453,0.6827392578125
