,Time,RAM
0,4.738331079483032,8.269519805908203
1,0.9118280410766602,8.357868194580078
2,0.7261159420013428,8.225526809692383
3,0.6059064865112305,8.315914154052734
4,0.59867262840271,8.423444747924805
5,0.600560188293457,8.357820510864258
6,0.5549111366271973,8.270832061767578
7,0.5497689247131348,8.270687103271484
8,0.4898221492767334,8.3157958984375
9,0.4938642978668213,8.357912063598633
10,0.5233058929443359,8.31584358215332
11,0.4538736343383789,8.315889358520508
12,0.47858381271362305,8.225566864013672
13,0.5238041877746582,8.225566864013672
14,0.4706001281738281,8.315778732299805
